State,District,Market,Commodity,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Mumbai,Mumbai APMC,Potato,03/10/2025,1052,1235,1144
Maharashtra,Mumbai,Mumbai APMC,Potato,04/10/2025,1192,1399,1295
Maharashtra,Mumbai,Mumbai APMC,Potato,05/10/2025,1063,1247,1155
Maharashtra,Mumbai,Mumbai APMC,Potato,06/10/2025,1080,1268,1174
Maharashtra,Mumbai,Mumbai APMC,Potato,07/10/2025,1086,1275,1181
Maharashtra,Mumbai,Mumbai APMC,Potato,08/10/2025,1121,1316,1218
Maharashtra,Mumbai,Mumbai APMC,Potato,09/10/2025,1147,1347,1247
Maharashtra,Mumbai,Mumbai APMC,Potato,10/10/2025,1159,1360,1259
Maharashtra,Mumbai,Mumbai APMC,Potato,11/10/2025,1127,1323,1225
Maharashtra,Mumbai,Mumbai APMC,Potato,12/10/2025,1040,1221,1130
Maharashtra,Mumbai,Mumbai APMC,Potato,13/10/2025,1177,1381,1279
Maharashtra,Mumbai,Mumbai APMC,Potato,14/10/2025,1126,1322,1224
Maharashtra,Mumbai,Mumbai APMC,Potato,15/10/2025,1207,1417,1312
Maharashtra,Mumbai,Mumbai APMC,Potato,16/10/2025,1084,1273,1178
Maharashtra,Mumbai,Mumbai APMC,Potato,17/10/2025,1026,1204,1115
Maharashtra,Mumbai,Mumbai APMC,Potato,18/10/2025,1131,1327,1229
Maharashtra,Mumbai,Mumbai APMC,Potato,19/10/2025,1220,1432,1326
Maharashtra,Mumbai,Mumbai APMC,Potato,20/10/2025,1146,1345,1245
Maharashtra,Mumbai,Mumbai APMC,Potato,21/10/2025,1123,1318,1220
Maharashtra,Mumbai,Mumbai APMC,Potato,22/10/2025,1080,1267,1174
Maharashtra,Mumbai,Mumbai APMC,Potato,23/10/2025,1255,1473,1364
Maharashtra,Mumbai,Mumbai APMC,Potato,24/10/2025,1072,1258,1165
Maharashtra,Mumbai,Mumbai APMC,Potato,25/10/2025,1093,1283,1188
Maharashtra,Mumbai,Mumbai APMC,Potato,26/10/2025,1180,1386,1283
Maharashtra,Mumbai,Mumbai APMC,Potato,27/10/2025,1021,1199,1110
Maharashtra,Mumbai,Mumbai APMC,Potato,28/10/2025,1230,1444,1337
Maharashtra,Mumbai,Mumbai APMC,Potato,29/10/2025,1188,1395,1292
Maharashtra,Mumbai,Mumbai APMC,Potato,30/10/2025,1208,1418,1313
Maharashtra,Mumbai,Mumbai APMC,Potato,31/10/2025,1187,1394,1291
Maharashtra,Mumbai,Mumbai APMC,Potato,01/11/2025,1141,1340,1241
Maharashtra,Mumbai,Mumbai APMC,Potato,02/11/2025,1084,1272,1178
Maharashtra,Mumbai,Mumbai APMC,Potato,03/11/2025,1146,1346,1246
Maharashtra,Mumbai,Mumbai APMC,Potato,04/11/2025,1093,1283,1188
Maharashtra,Mumbai,Mumbai APMC,Potato,05/11/2025,1192,1399,1295
Maharashtra,Mumbai,Mumbai APMC,Potato,06/11/2025,1215,1426,1320
Maharashtra,Mumbai,Mumbai APMC,Potato,07/11/2025,1261,1481,1371
Maharashtra,Mumbai,Mumbai APMC,Potato,08/11/2025,1190,1397,1294
Maharashtra,Mumbai,Mumbai APMC,Potato,09/11/2025,1229,1443,1336
Maharashtra,Mumbai,Mumbai APMC,Potato,10/11/2025,1150,1350,1250
Maharashtra,Mumbai,Mumbai APMC,Potato,11/11/2025,1140,1339,1240
Maharashtra,Mumbai,Mumbai APMC,Potato,12/11/2025,1206,1415,1310
Maharashtra,Mumbai,Mumbai APMC,Potato,13/11/2025,1151,1351,1251
Maharashtra,Mumbai,Mumbai APMC,Potato,14/11/2025,1197,1405,1301
Maharashtra,Mumbai,Mumbai APMC,Potato,15/11/2025,1111,1304,1208
Maharashtra,Mumbai,Mumbai APMC,Potato,16/11/2025,1125,1321,1223
Maharashtra,Mumbai,Mumbai APMC,Potato,17/11/2025,1228,1442,1335
Maharashtra,Mumbai,Mumbai APMC,Potato,18/11/2025,1247,1464,1356
Maharashtra,Mumbai,Mumbai APMC,Potato,19/11/2025,1126,1322,1224
Maharashtra,Mumbai,Mumbai APMC,Potato,20/11/2025,1238,1454,1346
Maharashtra,Mumbai,Mumbai APMC,Potato,21/11/2025,1161,1363,1262
Maharashtra,Mumbai,Mumbai APMC,Potato,22/11/2025,1200,1409,1305
Maharashtra,Mumbai,Mumbai APMC,Potato,23/11/2025,1295,1521,1408
Maharashtra,Mumbai,Mumbai APMC,Potato,24/11/2025,1258,1477,1367
Maharashtra,Mumbai,Mumbai APMC,Potato,25/11/2025,1260,1479,1369
Maharashtra,Mumbai,Mumbai APMC,Potato,26/11/2025,1336,1569,1452
Maharashtra,Mumbai,Mumbai APMC,Potato,27/11/2025,1166,1369,1268
Maharashtra,Mumbai,Mumbai APMC,Potato,28/11/2025,1151,1351,1251
Maharashtra,Mumbai,Mumbai APMC,Potato,29/11/2025,1171,1375,1273
Maharashtra,Mumbai,Mumbai APMC,Potato,30/11/2025,1205,1414,1310
Maharashtra,Mumbai,Mumbai APMC,Potato,01/12/2025,1069,1255,1162
Maharashtra,Mumbai,Mumbai APMC,Potato,02/12/2025,1214,1425,1319
Maharashtra,Mumbai,Mumbai APMC,Potato,03/12/2025,1195,1402,1298
Maharashtra,Mumbai,Mumbai APMC,Potato,04/12/2025,1285,1509,1397
Maharashtra,Mumbai,Mumbai APMC,Potato,05/12/2025,1260,1479,1370
Maharashtra,Mumbai,Mumbai APMC,Potato,06/12/2025,1200,1409,1304
Maharashtra,Mumbai,Mumbai APMC,Potato,07/12/2025,1282,1505,1393
Maharashtra,Mumbai,Mumbai APMC,Potato,08/12/2025,1294,1519,1406
Maharashtra,Mumbai,Mumbai APMC,Potato,09/12/2025,1198,1407,1303
Maharashtra,Mumbai,Mumbai APMC,Potato,10/12/2025,1220,1432,1326
Maharashtra,Mumbai,Mumbai APMC,Potato,11/12/2025,1108,1301,1205
Maharashtra,Mumbai,Mumbai APMC,Potato,12/12/2025,1187,1393,1290
Maharashtra,Mumbai,Mumbai APMC,Potato,13/12/2025,1213,1424,1318
Maharashtra,Mumbai,Mumbai APMC,Potato,14/12/2025,1270,1491,1381
Maharashtra,Mumbai,Mumbai APMC,Potato,15/12/2025,1206,1416,1311
Maharashtra,Mumbai,Mumbai APMC,Potato,16/12/2025,1238,1453,1346
Maharashtra,Mumbai,Mumbai APMC,Potato,17/12/2025,1194,1402,1298
Maharashtra,Mumbai,Mumbai APMC,Potato,18/12/2025,1290,1514,1402
Maharashtra,Mumbai,Mumbai APMC,Potato,19/12/2025,1310,1538,1424
Maharashtra,Mumbai,Mumbai APMC,Potato,20/12/2025,1312,1540,1426
Maharashtra,Mumbai,Mumbai APMC,Potato,21/12/2025,1289,1514,1401
Maharashtra,Mumbai,Mumbai APMC,Potato,22/12/2025,1190,1397,1293
Maharashtra,Mumbai,Mumbai APMC,Potato,23/12/2025,1254,1472,1363
Maharashtra,Mumbai,Mumbai APMC,Potato,24/12/2025,1272,1493,1382
Maharashtra,Mumbai,Mumbai APMC,Potato,25/12/2025,1275,1497,1386
Maharashtra,Mumbai,Mumbai APMC,Potato,26/12/2025,1310,1538,1424
Maharashtra,Mumbai,Mumbai APMC,Potato,27/12/2025,1403,1647,1525
Maharashtra,Mumbai,Mumbai APMC,Potato,28/12/2025,1366,1604,1485
Maharashtra,Mumbai,Mumbai APMC,Potato,29/12/2025,1250,1468,1359
Maharashtra,Mumbai,Mumbai APMC,Potato,30/12/2025,1364,1601,1483
Maharashtra,Mumbai,Mumbai APMC,Potato,31/12/2025,1365,1602,1484
Maharashtra,Mumbai,Mumbai APMC,Potato,01/01/2026,1273,1494,1383
Maharashtra,Mumbai,Mumbai APMC,Potato,02/01/2026,1385,1626,1506
Maharashtra,Mumbai,Mumbai APMC,Potato,03/01/2026,1322,1552,1437
Maharashtra,Mumbai,Mumbai APMC,Potato,04/01/2026,1243,1459,1351
Maharashtra,Mumbai,Mumbai APMC,Potato,05/01/2026,1370,1608,1489
Maharashtra,Mumbai,Mumbai APMC,Potato,06/01/2026,1357,1593,1475
Maharashtra,Mumbai,Mumbai APMC,Potato,07/01/2026,1331,1563,1447
Maharashtra,Mumbai,Mumbai APMC,Potato,08/01/2026,1347,1582,1464
Maharashtra,Mumbai,Mumbai APMC,Potato,09/01/2026,1306,1533,1419
Maharashtra,Mumbai,Mumbai APMC,Potato,10/01/2026,1397,1640,1518
Maharashtra,Mumbai,Mumbai APMC,Potato,11/01/2026,1357,1593,1475
Maharashtra,Mumbai,Mumbai APMC,Potato,12/01/2026,1374,1613,1494
Maharashtra,Mumbai,Mumbai APMC,Potato,13/01/2026,1390,1632,1511
Maharashtra,Mumbai,Mumbai APMC,Potato,14/01/2026,1293,1518,1406
Maharashtra,Mumbai,Mumbai APMC,Potato,15/01/2026,1314,1543,1428
Maharashtra,Mumbai,Mumbai APMC,Potato,16/01/2026,1230,1444,1337
Maharashtra,Mumbai,Mumbai APMC,Potato,17/01/2026,1417,1664,1540
Maharashtra,Mumbai,Mumbai APMC,Potato,18/01/2026,1303,1529,1416
Maharashtra,Mumbai,Mumbai APMC,Potato,19/01/2026,1395,1638,1516
Maharashtra,Mumbai,Mumbai APMC,Potato,20/01/2026,1414,1660,1537
Maharashtra,Mumbai,Mumbai APMC,Potato,21/01/2026,1432,1682,1557
Maharashtra,Mumbai,Mumbai APMC,Potato,22/01/2026,1316,1545,1431
Maharashtra,Mumbai,Mumbai APMC,Potato,23/01/2026,1395,1637,1516
Maharashtra,Mumbai,Mumbai APMC,Potato,24/01/2026,1513,1776,1644
Maharashtra,Mumbai,Mumbai APMC,Potato,25/01/2026,1519,1783,1651
Maharashtra,Mumbai,Mumbai APMC,Potato,26/01/2026,1474,1730,1602
Maharashtra,Mumbai,Mumbai APMC,Potato,27/01/2026,1434,1683,1558
Maharashtra,Mumbai,Mumbai APMC,Potato,28/01/2026,1348,1582,1465
Maharashtra,Mumbai,Mumbai APMC,Potato,29/01/2026,1465,1720,1592
Maharashtra,Mumbai,Mumbai APMC,Potato,30/01/2026,1410,1655,1533
Maharashtra,Mumbai,Mumbai APMC,Potato,31/01/2026,1460,1714,1587
Maharashtra,Mumbai,Mumbai APMC,Potato,01/02/2026,1384,1625,1505
Maharashtra,Mumbai,Mumbai APMC,Potato,02/02/2026,1418,1664,1541
Maharashtra,Mumbai,Mumbai APMC,Potato,03/02/2026,1443,1694,1568
Maharashtra,Mumbai,Mumbai APMC,Potato,04/02/2026,1451,1704,1577
Maharashtra,Mumbai,Mumbai APMC,Potato,05/02/2026,1470,1726,1598
Maharashtra,Mumbai,Mumbai APMC,Potato,06/02/2026,1402,1646,1524
Maharashtra,Mumbai,Mumbai APMC,Potato,07/02/2026,1354,1590,1472
Maharashtra,Mumbai,Mumbai APMC,Potato,08/02/2026,1553,1823,1688
Maharashtra,Mumbai,Mumbai APMC,Potato,09/02/2026,1613,1894,1753
Maharashtra,Mumbai,Mumbai APMC,Potato,10/02/2026,1481,1738,1610
Maharashtra,Mumbai,Mumbai APMC,Potato,11/02/2026,1366,1604,1485
Maharashtra,Mumbai,Mumbai APMC,Potato,12/02/2026,1405,1650,1527
Maharashtra,Mumbai,Mumbai APMC,Potato,13/02/2026,1492,1752,1622
Maharashtra,Mumbai,Mumbai APMC,Potato,14/02/2026,1550,1819,1685
Maharashtra,Mumbai,Mumbai APMC,Potato,15/02/2026,1383,1624,1504
Maharashtra,Mumbai,Mumbai APMC,Potato,16/02/2026,1458,1711,1585
Maharashtra,Mumbai,Mumbai APMC,Potato,17/02/2026,1481,1739,1610
Maharashtra,Mumbai,Mumbai APMC,Potato,18/02/2026,1528,1794,1661
Maharashtra,Mumbai,Mumbai APMC,Potato,19/02/2026,1450,1702,1576
Maharashtra,Mumbai,Mumbai APMC,Potato,20/02/2026,1372,1610,1491
Maharashtra,Mumbai,Mumbai APMC,Potato,21/02/2026,1518,1782,1650
Maharashtra,Mumbai,Mumbai APMC,Potato,22/02/2026,1554,1824,1689
Maharashtra,Mumbai,Mumbai APMC,Potato,23/02/2026,1476,1733,1604
Maharashtra,Mumbai,Mumbai APMC,Potato,24/02/2026,1510,1773,1642
Maharashtra,Mumbai,Mumbai APMC,Potato,25/02/2026,1454,1707,1581
Maharashtra,Mumbai,Mumbai APMC,Potato,26/02/2026,1431,1680,1556
Maharashtra,Mumbai,Mumbai APMC,Potato,27/02/2026,1557,1828,1693
Maharashtra,Sangli,Sangli APMC,Potato,01/09/2025,1063,1248,1155
Maharashtra,Sangli,Sangli APMC,Potato,02/09/2025,1067,1253,1160
Maharashtra,Sangli,Sangli APMC,Potato,03/09/2025,1127,1322,1224
Maharashtra,Sangli,Sangli APMC,Potato,04/09/2025,972,1141,1057
Maharashtra,Sangli,Sangli APMC,Potato,05/09/2025,1001,1175,1088
Maharashtra,Sangli,Sangli APMC,Potato,06/09/2025,1042,1223,1133
Maharashtra,Sangli,Sangli APMC,Potato,07/09/2025,998,1171,1084
Maharashtra,Sangli,Sangli APMC,Potato,08/09/2025,1077,1264,1171
Maharashtra,Sangli,Sangli APMC,Potato,09/09/2025,1018,1195,1106
Maharashtra,Sangli,Sangli APMC,Potato,10/09/2025,969,1137,1053
Maharashtra,Sangli,Sangli APMC,Potato,11/09/2025,1031,1210,1120
Maharashtra,Sangli,Sangli APMC,Potato,12/09/2025,1036,1216,1126
Maharashtra,Sangli,Sangli APMC,Potato,13/09/2025,1081,1269,1175
Maharashtra,Sangli,Sangli APMC,Potato,14/09/2025,1048,1230,1139
Maharashtra,Sangli,Sangli APMC,Potato,15/09/2025,1051,1233,1142
Maharashtra,Sangli,Sangli APMC,Potato,16/09/2025,1042,1223,1132
Maharashtra,Sangli,Sangli APMC,Potato,17/09/2025,1010,1186,1098
Maharashtra,Sangli,Sangli APMC,Potato,18/09/2025,978,1148,1063
Maharashtra,Sangli,Sangli APMC,Potato,19/09/2025,1038,1218,1128
Maharashtra,Sangli,Sangli APMC,Potato,20/09/2025,1000,1174,1087
Maharashtra,Sangli,Sangli APMC,Potato,21/09/2025,1120,1315,1218
Maharashtra,Sangli,Sangli APMC,Potato,22/09/2025,1099,1290,1194
Maharashtra,Sangli,Sangli APMC,Potato,23/09/2025,1056,1240,1148
Maharashtra,Sangli,Sangli APMC,Potato,24/09/2025,1040,1221,1131
Maharashtra,Sangli,Sangli APMC,Potato,25/09/2025,1012,1188,1100
Maharashtra,Sangli,Sangli APMC,Potato,26/09/2025,942,1106,1024
Maharashtra,Sangli,Sangli APMC,Potato,27/09/2025,1004,1179,1091
Maharashtra,Sangli,Sangli APMC,Potato,28/09/2025,1023,1201,1112
Maharashtra,Sangli,Sangli APMC,Potato,29/09/2025,1030,1210,1120
Maharashtra,Sangli,Sangli APMC,Potato,30/09/2025,1045,1226,1136
Maharashtra,Sangli,Sangli APMC,Potato,01/10/2025,1072,1258,1165
Maharashtra,Sangli,Sangli APMC,Potato,02/10/2025,975,1145,1060
Maharashtra,Sangli,Sangli APMC,Potato,03/10/2025,976,1146,1061
Maharashtra,Sangli,Sangli APMC,Potato,04/10/2025,1104,1296,1200
Maharashtra,Sangli,Sangli APMC,Potato,05/10/2025,1063,1248,1156
Maharashtra,Sangli,Sangli APMC,Potato,06/10/2025,994,1167,1080
Maharashtra,Sangli,Sangli APMC,Potato,07/10/2025,1011,1187,1099
Maharashtra,Sangli,Sangli APMC,Potato,08/10/2025,1012,1188,1100
Maharashtra,Sangli,Sangli APMC,Potato,09/10/2025,1020,1198,1109
Maharashtra,Sangli,Sangli APMC,Potato,10/10/2025,1047,1229,1138
Maharashtra,Sangli,Sangli APMC,Potato,11/10/2025,1171,1375,1273
Maharashtra,Sangli,Sangli APMC,Potato,12/10/2025,1031,1211,1121
Maharashtra,Sangli,Sangli APMC,Potato,13/10/2025,1060,1245,1152
Maharashtra,Sangli,Sangli APMC,Potato,14/10/2025,920,1080,1000
Maharashtra,Sangli,Sangli APMC,Potato,15/10/2025,993,1166,1079
Maharashtra,Sangli,Sangli APMC,Potato,16/10/2025,1096,1287,1192
Maharashtra,Sangli,Sangli APMC,Potato,17/10/2025,1048,1230,1139
Maharashtra,Sangli,Sangli APMC,Potato,18/10/2025,762,895,828
Maharashtra,Sangli,Sangli APMC,Potato,19/10/2025,1066,1251,1158
Maharashtra,Sangli,Sangli APMC,Potato,20/10/2025,1141,1340,1240
Maharashtra,Sangli,Sangli APMC,Potato,21/10/2025,908,1066,987
Maharashtra,Sangli,Sangli APMC,Potato,22/10/2025,1119,1314,1217
Maharashtra,Sangli,Sangli APMC,Potato,23/10/2025,864,1014,939
Maharashtra,Sangli,Sangli APMC,Potato,24/10/2025,1087,1276,1181
Maharashtra,Sangli,Sangli APMC,Potato,25/10/2025,1031,1211,1121
Maharashtra,Sangli,Sangli APMC,Potato,26/10/2025,893,1048,970
Maharashtra,Sangli,Sangli APMC,Potato,27/10/2025,1061,1246,1154
Maharashtra,Sangli,Sangli APMC,Potato,28/10/2025,1105,1297,1201
Maharashtra,Sangli,Sangli APMC,Potato,29/10/2025,1059,1243,1151
Maharashtra,Sangli,Sangli APMC,Potato,30/10/2025,1074,1261,1167
Maharashtra,Sangli,Sangli APMC,Potato,31/10/2025,1016,1192,1104
Maharashtra,Sangli,Sangli APMC,Potato,01/11/2025,931,1092,1012
Maharashtra,Sangli,Sangli APMC,Potato,02/11/2025,1085,1274,1179
Maharashtra,Sangli,Sangli APMC,Potato,03/11/2025,1150,1350,1250
Maharashtra,Sangli,Sangli APMC,Potato,04/11/2025,1114,1308,1211
Maharashtra,Sangli,Sangli APMC,Potato,05/11/2025,930,1091,1011
Maharashtra,Sangli,Sangli APMC,Potato,06/11/2025,960,1127,1043
Maharashtra,Sangli,Sangli APMC,Potato,07/11/2025,1002,1176,1089
Maharashtra,Sangli,Sangli APMC,Potato,08/11/2025,959,1126,1042
Maharashtra,Sangli,Sangli APMC,Potato,09/11/2025,1059,1243,1151
Maharashtra,Sangli,Sangli APMC,Potato,10/11/2025,1081,1270,1176
Maharashtra,Sangli,Sangli APMC,Potato,11/11/2025,974,1144,1059
Maharashtra,Sangli,Sangli APMC,Potato,12/11/2025,1108,1301,1205
Maharashtra,Sangli,Sangli APMC,Potato,13/11/2025,1100,1291,1196
Maharashtra,Sangli,Sangli APMC,Potato,14/11/2025,1033,1213,1123
Maharashtra,Sangli,Sangli APMC,Potato,15/11/2025,1058,1242,1150
Maharashtra,Sangli,Sangli APMC,Potato,16/11/2025,954,1120,1037
Maharashtra,Sangli,Sangli APMC,Potato,17/11/2025,1053,1236,1144
Maharashtra,Sangli,Sangli APMC,Potato,18/11/2025,1075,1262,1169
Maharashtra,Sangli,Sangli APMC,Potato,19/11/2025,1087,1277,1182
Maharashtra,Sangli,Sangli APMC,Potato,20/11/2025,1102,1294,1198
Maharashtra,Sangli,Sangli APMC,Potato,21/11/2025,1097,1287,1192
Maharashtra,Sangli,Sangli APMC,Potato,22/11/2025,1069,1254,1162
Maharashtra,Sangli,Sangli APMC,Potato,23/11/2025,1104,1296,1200
Maharashtra,Sangli,Sangli APMC,Potato,24/11/2025,1149,1349,1249
Maharashtra,Sangli,Sangli APMC,Potato,25/11/2025,1086,1275,1181
Maharashtra,Sangli,Sangli APMC,Potato,26/11/2025,1113,1307,1210
Maharashtra,Sangli,Sangli APMC,Potato,27/11/2025,1086,1275,1180
Maharashtra,Sangli,Sangli APMC,Potato,28/11/2025,1061,1245,1153
Maharashtra,Sangli,Sangli APMC,Potato,29/11/2025,1133,1330,1232
Maharashtra,Sangli,Sangli APMC,Potato,30/11/2025,1072,1258,1165
Maharashtra,Sangli,Sangli APMC,Potato,01/12/2025,1131,1327,1229
Maharashtra,Sangli,Sangli APMC,Potato,02/12/2025,1112,1305,1208
Maharashtra,Sangli,Sangli APMC,Potato,03/12/2025,1095,1285,1190
Maharashtra,Sangli,Sangli APMC,Potato,04/12/2025,1096,1287,1191
Maharashtra,Sangli,Sangli APMC,Potato,05/12/2025,1088,1277,1183
Maharashtra,Sangli,Sangli APMC,Potato,06/12/2025,1023,1201,1112
Maharashtra,Sangli,Sangli APMC,Potato,07/12/2025,1147,1346,1247
Maharashtra,Sangli,Sangli APMC,Potato,08/12/2025,1141,1339,1240
Maharashtra,Sangli,Sangli APMC,Potato,09/12/2025,1180,1386,1283
Maharashtra,Sangli,Sangli APMC,Potato,10/12/2025,1101,1292,1196
Maharashtra,Sangli,Sangli APMC,Potato,11/12/2025,1249,1466,1357
Maharashtra,Sangli,Sangli APMC,Potato,12/12/2025,1116,1310,1213
Maharashtra,Sangli,Sangli APMC,Potato,13/12/2025,1089,1278,1184
Maharashtra,Sangli,Sangli APMC,Potato,14/12/2025,1085,1273,1179
Maharashtra,Sangli,Sangli APMC,Potato,15/12/2025,1044,1225,1134
Maharashtra,Sangli,Sangli APMC,Potato,16/12/2025,1242,1458,1350
Maharashtra,Sangli,Sangli APMC,Potato,17/12/2025,1235,1450,1343
Maharashtra,Sangli,Sangli APMC,Potato,18/12/2025,1192,1399,1296
Maharashtra,Sangli,Sangli APMC,Potato,19/12/2025,1106,1298,1202
Maharashtra,Sangli,Sangli APMC,Potato,20/12/2025,1271,1492,1381
Maharashtra,Sangli,Sangli APMC,Potato,21/12/2025,1144,1343,1244
Maharashtra,Sangli,Sangli APMC,Potato,22/12/2025,1152,1353,1252
Maharashtra,Sangli,Sangli APMC,Potato,23/12/2025,1257,1476,1367
Maharashtra,Sangli,Sangli APMC,Potato,24/12/2025,1214,1425,1319
Maharashtra,Sangli,Sangli APMC,Potato,25/12/2025,1309,1537,1423
Maharashtra,Sangli,Sangli APMC,Potato,26/12/2025,1195,1403,1299
Maharashtra,Sangli,Sangli APMC,Potato,27/12/2025,1160,1362,1261
Maharashtra,Sangli,Sangli APMC,Potato,28/12/2025,1150,1350,1250
Maharashtra,Sangli,Sangli APMC,Potato,29/12/2025,1079,1267,1173
Maharashtra,Sangli,Sangli APMC,Potato,30/12/2025,1176,1381,1279
Maharashtra,Sangli,Sangli APMC,Potato,31/12/2025,1264,1484,1374
Maharashtra,Sangli,Sangli APMC,Potato,01/01/2026,1235,1450,1342
Maharashtra,Sangli,Sangli APMC,Potato,02/01/2026,1203,1413,1308
Maharashtra,Sangli,Sangli APMC,Potato,03/01/2026,1146,1345,1245
Maharashtra,Sangli,Sangli APMC,Potato,04/01/2026,1222,1434,1328
Maharashtra,Sangli,Sangli APMC,Potato,05/01/2026,1272,1493,1383
Maharashtra,Sangli,Sangli APMC,Potato,06/01/2026,1240,1456,1348
Maharashtra,Sangli,Sangli APMC,Potato,07/01/2026,1228,1441,1334
Maharashtra,Sangli,Sangli APMC,Potato,08/01/2026,1173,1377,1275
Maharashtra,Sangli,Sangli APMC,Potato,09/01/2026,1276,1497,1386
Maharashtra,Sangli,Sangli APMC,Potato,10/01/2026,1039,1220,1130
Maharashtra,Sangli,Sangli APMC,Potato,11/01/2026,1253,1471,1362
Maharashtra,Sangli,Sangli APMC,Potato,12/01/2026,1387,1628,1507
Maharashtra,Sangli,Sangli APMC,Potato,13/01/2026,1146,1345,1245
Maharashtra,Sangli,Sangli APMC,Potato,14/01/2026,1224,1437,1331
Maharashtra,Sangli,Sangli APMC,Potato,15/01/2026,1241,1457,1349
Maharashtra,Sangli,Sangli APMC,Potato,16/01/2026,1217,1429,1323
Maharashtra,Sangli,Sangli APMC,Potato,17/01/2026,1310,1538,1424
Maharashtra,Sangli,Sangli APMC,Potato,18/01/2026,1279,1501,1390
Maharashtra,Sangli,Sangli APMC,Potato,19/01/2026,1263,1482,1373
Maharashtra,Sangli,Sangli APMC,Potato,20/01/2026,1304,1531,1418
Maharashtra,Sangli,Sangli APMC,Potato,21/01/2026,1260,1480,1370
Maharashtra,Sangli,Sangli APMC,Potato,22/01/2026,1452,1705,1579
Maharashtra,Sangli,Sangli APMC,Potato,23/01/2026,1274,1496,1385
Maharashtra,Sangli,Sangli APMC,Potato,24/01/2026,1280,1502,1391
Maharashtra,Sangli,Sangli APMC,Potato,25/01/2026,1169,1372,1270
Maharashtra,Sangli,Sangli APMC,Potato,26/01/2026,1241,1457,1349
Maharashtra,Sangli,Sangli APMC,Potato,27/01/2026,1345,1579,1462
Maharashtra,Sangli,Sangli APMC,Potato,28/01/2026,1199,1408,1304
Maharashtra,Sangli,Sangli APMC,Potato,29/01/2026,1153,1353,1253
Maharashtra,Sangli,Sangli APMC,Potato,30/01/2026,1287,1510,1398
Maharashtra,Sangli,Sangli APMC,Potato,31/01/2026,1369,1607,1488
Maharashtra,Sangli,Sangli APMC,Potato,01/02/2026,1292,1517,1405
Maharashtra,Sangli,Sangli APMC,Potato,02/02/2026,1272,1494,1383
Maharashtra,Sangli,Sangli APMC,Potato,03/02/2026,1184,1390,1287
Maharashtra,Sangli,Sangli APMC,Potato,04/02/2026,1325,1555,1440
Maharashtra,Sangli,Sangli APMC,Potato,05/02/2026,1340,1573,1456
Maharashtra,Sangli,Sangli APMC,Potato,06/02/2026,1196,1404,1300
Maharashtra,Sangli,Sangli APMC,Potato,07/02/2026,1373,1612,1492
Maharashtra,Sangli,Sangli APMC,Potato,08/02/2026,1353,1589,1471
Maharashtra,Sangli,Sangli APMC,Potato,09/02/2026,1378,1617,1498
Maharashtra,Sangli,Sangli APMC,Potato,10/02/2026,1347,1582,1464
Maharashtra,Sangli,Sangli APMC,Potato,11/02/2026,1354,1589,1472
Maharashtra,Sangli,Sangli APMC,Potato,12/02/2026,1348,1583,1465
Maharashtra,Sangli,Sangli APMC,Potato,13/02/2026,1371,1610,1490
Maharashtra,Sangli,Sangli APMC,Potato,14/02/2026,1213,1424,1318
Maharashtra,Sangli,Sangli APMC,Potato,15/02/2026,1234,1449,1341
Maharashtra,Sangli,Sangli APMC,Potato,16/02/2026,1282,1505,1393
Maharashtra,Sangli,Sangli APMC,Potato,17/02/2026,1320,1550,1435
Maharashtra,Sangli,Sangli APMC,Potato,18/02/2026,1353,1589,1471
Maharashtra,Sangli,Sangli APMC,Potato,19/02/2026,1351,1586,1469
Maharashtra,Sangli,Sangli APMC,Potato,20/02/2026,1401,1644,1523
Maharashtra,Sangli,Sangli APMC,Potato,21/02/2026,1405,1649,1527
Maharashtra,Sangli,Sangli APMC,Potato,22/02/2026,1286,1509,1398
Maharashtra,Sangli,Sangli APMC,Potato,23/02/2026,1354,1590,1472
Maharashtra,Sangli,Sangli APMC,Potato,24/02/2026,1291,1515,1403
Maharashtra,Sangli,Sangli APMC,Potato,25/02/2026,1332,1564,1448
Maharashtra,Sangli,Sangli APMC,Potato,26/02/2026,1364,1602,1483
Maharashtra,Sangli,Sangli APMC,Potato,27/02/2026,1143,1342,1242
Maharashtra,Pune,Pune APMC,Rice,01/09/2025,2204,2587,2395
Maharashtra,Pune,Pune APMC,Rice,02/09/2025,1996,2343,2169
Maharashtra,Pune,Pune APMC,Rice,03/09/2025,1864,2188,2026
Maharashtra,Pune,Pune APMC,Rice,04/09/2025,2142,2514,2328
Maharashtra,Pune,Pune APMC,Rice,05/09/2025,1886,2214,2050
Maharashtra,Pune,Pune APMC,Rice,06/09/2025,1937,2274,2105
Maharashtra,Pune,Pune APMC,Rice,07/09/2025,1866,2190,2028
Maharashtra,Pune,Pune APMC,Rice,08/09/2025,2102,2467,2284
Maharashtra,Pune,Pune APMC,Rice,09/09/2025,1904,2235,2069
Maharashtra,Pune,Pune APMC,Rice,10/09/2025,1930,2266,2098
Maharashtra,Pune,Pune APMC,Rice,11/09/2025,2046,2401,2223
Maharashtra,Pune,Pune APMC,Rice,12/09/2025,1975,2318,2147
Maharashtra,Pune,Pune APMC,Rice,13/09/2025,1902,2233,2067
Maharashtra,Pune,Pune APMC,Rice,14/09/2025,2030,2383,2206
Maharashtra,Pune,Pune APMC,Rice,15/09/2025,2187,2568,2377
